payment_id,customer_id,amount_inr,payment_method,failure_type,hour_of_day,minutes_since_failure,retry_count,previous_payments,previous_successes,previous_success_rate,recovered
PAY_00306,CUST_0460,761.17,upi,network_timeout,13,171,2,6,5,0.833,1
PAY_00307,CUST_0272,3025.43,upi,insufficient_funds,23,1572,1,6,4,0.667,0
PAY_00308,CUST_2168,1478.34,card,network_timeout,4,1342,1,9,9,1.0,0
PAY_00309,CUST_1499,8642.25,upi,insufficient_funds,14,1571,0,2,2,1.0,0
PAY_00310,CUST_1410,1466.45,card,card_declined,10,1172,2,13,6,0.462,0
PAY_00311,CUST_1415,2539.84,card,network_timeout,17,1778,1,1,0,0.0,0
PAY_00312,CUST_1845,1517.9,upi,insufficient_funds,8,667,2,11,10,0.909,1
PAY_00313,CUST_2301,491.24,upi,card_declined,11,1139,0,8,3,0.375,0
PAY_00314,CUST_1978,1528.09,wallet,insufficient_funds,7,2149,1,1,1,1.0,0
PAY_00315,CUST_0635,3288.78,upi,insufficient_funds,23,2106,2,6,4,0.667,0
PAY_00316,CUST_1006,2913.57,netbanking,insufficient_funds,11,177,1,4,3,0.75,0
PAY_00317,CUST_2459,1423.58,card,insufficient_funds,21,273,0,14,6,0.429,0
PAY_00318,CUST_1062,561.23,upi,checkout_abandoned,20,2053,0,8,6,0.75,1
PAY_00319,CUST_1945,3014.26,wallet,insufficient_funds,12,1247,2,5,3,0.6,0
PAY_00320,CUST_1888,2517.78,card,checkout_abandoned,7,1377,1,3,2,0.667,0
PAY_00321,CUST_2436,3534.3,netbanking,checkout_abandoned,13,28,2,2,1,0.5,1
PAY_00322,CUST_2058,1445.56,upi,network_timeout,5,129,1,7,7,1.0,1
PAY_00323,CUST_1519,467.8,card,insufficient_funds,11,1503,1,7,5,0.714,0
PAY_00324,CUST_1098,2758.8,upi,network_timeout,21,391,0,14,10,0.714,1
PAY_00325,CUST_0059,1786.88,card,checkout_abandoned,16,1685,0,9,2,0.222,0
PAY_00326,CUST_0617,5480.16,card,checkout_abandoned,18,1689,1,6,5,0.833,1
PAY_00327,CUST_1138,1841.85,card,checkout_abandoned,13,2064,0,5,2,0.4,0
PAY_00328,CUST_1674,1735.7,card,network_timeout,13,424,1,3,3,1.0,0
PAY_00329,CUST_2403,2513.28,card,network_timeout,14,818,0,9,3,0.333,1
PAY_00330,CUST_1949,1116.55,netbanking,insufficient_funds,16,101,0,2,2,1.0,0
PAY_00331,CUST_0422,1074.31,card,checkout_abandoned,6,1159,1,0,0,0.75,0
PAY_00332,CUST_1913,1664.41,netbanking,card_declined,2,1182,0,13,8,0.615,0
PAY_00333,CUST_2280,861.97,upi,checkout_abandoned,5,220,0,0,0,0.75,1
PAY_00334,CUST_0977,1498.57,card,checkout_abandoned,17,2156,0,3,1,0.333,0
PAY_00335,CUST_0608,8494.64,card,card_declined,23,1252,2,8,6,0.75,0
PAY_00336,CUST_0456,4144.96,wallet,network_timeout,21,819,2,2,2,1.0,0
PAY_00337,CUST_0318,2303.01,upi,card_declined,22,1716,0,10,8,0.8,0
PAY_00338,CUST_1251,6228.46,wallet,checkout_abandoned,11,955,0,8,6,0.75,0
PAY_00339,CUST_2360,930.41,card,card_declined,7,1567,0,1,1,1.0,0
PAY_00340,CUST_0708,13198.97,upi,checkout_abandoned,20,1671,0,6,6,1.0,0
PAY_00341,CUST_0135,1245.31,netbanking,card_declined,9,1776,2,12,3,0.25,0
PAY_00342,CUST_0788,8942.64,wallet,checkout_abandoned,13,1293,1,5,4,0.8,0
PAY_00343,CUST_0118,8911.2,card,checkout_abandoned,22,640,2,10,8,0.8,0
PAY_00344,CUST_1713,442.73,wallet,network_timeout,0,584,2,8,7,0.875,0
PAY_00345,CUST_0248,5820.93,card,checkout_abandoned,18,2132,1,6,4,0.667,0
PAY_00346,CUST_0808,1434.27,netbanking,checkout_abandoned,0,1183,2,8,8,1.0,0
PAY_00347,CUST_1865,1142.72,upi,checkout_abandoned,14,1198,0,7,3,0.429,0
PAY_00348,CUST_2008,2738.74,upi,insufficient_funds,3,994,1,1,0,0.0,0
PAY_00349,CUST_0034,803.69,card,network_timeout,18,1224,1,6,3,0.5,1
PAY_00350,CUST_0983,2689.58,netbanking,card_declined,23,36,1,6,2,0.333,0
PAY_00351,CUST_0802,848.02,card,network_timeout,13,1319,0,11,4,0.364,1
PAY_00352,CUST_0426,2073.94,upi,card_declined,22,233,2,10,9,0.9,1
PAY_00353,CUST_0607,5238.72,upi,network_timeout,16,1196,2,8,7,0.875,0
PAY_00354,CUST_1131,2452.24,upi,network_timeout,0,1306,2,5,4,0.8,0
PAY_00355,CUST_2000,1349.8,upi,network_timeout,8,2042,2,9,8,0.889,1
PAY_00356,CUST_0876,2775.73,upi,network_timeout,8,322,1,14,10,0.714,0
PAY_00357,CUST_0789,584.27,upi,checkout_abandoned,22,1894,2,12,8,0.667,0
PAY_00358,CUST_0801,920.07,upi,checkout_abandoned,22,1661,2,3,2,0.667,0
PAY_00359,CUST_2240,1275.8,upi,network_timeout,18,1652,2,4,4,1.0,0
PAY_00360,CUST_0499,3377.94,upi,network_timeout,13,1061,0,7,5,0.714,1
PAY_00361,CUST_1895,2490.36,netbanking,checkout_abandoned,1,1818,0,9,3,0.333,0
PAY_00362,CUST_0600,2761.9,upi,card_declined,19,186,1,10,3,0.3,0
PAY_00363,CUST_2000,1761.0,card,card_declined,9,1049,1,11,8,0.727,0
PAY_00364,CUST_1886,958.21,upi,card_declined,4,2055,2,8,7,0.875,0
PAY_00365,CUST_0607,5919.67,card,checkout_abandoned,20,1278,0,12,12,1.0,1
PAY_00366,CUST_1912,1029.99,card,insufficient_funds,2,1810,0,0,0,0.75,1
PAY_00367,CUST_0458,2516.87,netbanking,checkout_abandoned,15,1228,2,3,3,1.0,0
PAY_00368,CUST_1058,1645.6,card,checkout_abandoned,7,1380,0,7,0,0.0,1
PAY_00369,CUST_0884,2824.08,upi,insufficient_funds,19,1539,0,7,7,1.0,1
PAY_00370,CUST_0723,1108.93,wallet,checkout_abandoned,16,1610,2,14,10,0.714,0
PAY_00371,CUST_1458,4178.4,card,checkout_abandoned,4,938,2,9,7,0.778,0
PAY_00372,CUST_1561,5421.7,card,insufficient_funds,22,1437,2,6,6,1.0,0
PAY_00373,CUST_2172,3978.26,card,insufficient_funds,1,737,2,8,4,0.5,0
PAY_00374,CUST_1651,2041.91,card,insufficient_funds,18,28,0,1,0,0.0,0
PAY_00375,CUST_0866,1270.85,upi,card_declined,12,222,0,5,5,1.0,1
PAY_00376,CUST_1377,17209.75,netbanking,card_declined,9,1341,2,0,0,0.75,0
PAY_00377,CUST_1191,814.23,upi,checkout_abandoned,11,1275,2,2,0,0.0,0
PAY_00378,CUST_1886,3642.86,card,insufficient_funds,8,529,0,6,6,1.0,1
PAY_00379,CUST_1665,2349.06,upi,insufficient_funds,18,956,1,0,0,0.75,0
PAY_00380,CUST_1052,1712.16,card,checkout_abandoned,20,2047,2,2,1,0.5,0
PAY_00381,CUST_1278,2087.4,upi,network_timeout,20,1757,2,13,10,0.769,0
PAY_00382,CUST_1624,1196.76,upi,checkout_abandoned,12,884,2,12,9,0.75,1
PAY_00383,CUST_1203,2533.07,card,checkout_abandoned,22,1176,1,8,3,0.375,0
PAY_00384,CUST_1282,2319.26,netbanking,network_timeout,10,1522,2,14,12,0.857,1
PAY_00385,CUST_0846,15331.5,netbanking,insufficient_funds,11,1545,0,0,0,0.75,1
PAY_00386,CUST_0798,4239.5,card,checkout_abandoned,6,322,2,14,11,0.786,1
PAY_00387,CUST_1925,2719.62,upi,checkout_abandoned,19,606,0,7,5,0.714,1
PAY_00388,CUST_0328,2852.61,upi,checkout_abandoned,16,1022,2,5,5,1.0,0
PAY_00389,CUST_0782,7841.4,card,card_declined,13,1950,0,11,3,0.273,0
PAY_00390,CUST_0474,828.16,card,checkout_abandoned,3,226,2,6,4,0.667,1
PAY_00391,CUST_0506,1555.19,upi,network_timeout,8,1562,1,9,6,0.667,0
PAY_00392,CUST_1228,391.44,wallet,card_declined,9,878,1,4,4,1.0,0
PAY_00393,CUST_0432,2814.56,upi,network_timeout,13,869,2,7,6,0.857,1
PAY_00394,CUST_0500,3547.79,upi,checkout_abandoned,18,1210,1,1,1,1.0,1
PAY_00395,CUST_2267,811.64,upi,card_declined,4,428,2,3,3,1.0,0
PAY_00396,CUST_2407,5673.75,card,network_timeout,16,1366,0,8,8,1.0,1
PAY_00397,CUST_1143,1012.76,card,checkout_abandoned,13,1064,1,14,12,0.857,0
PAY_00398,CUST_0904,1368.63,card,insufficient_funds,3,854,0,2,0,0.0,0
PAY_00399,CUST_1419,1980.68,wallet,network_timeout,5,317,0,8,6,0.75,1
PAY_00400,CUST_0388,6443.96,netbanking,insufficient_funds,8,344,1,0,0,0.75,1
PAY_00401,CUST_0690,905.95,wallet,insufficient_funds,13,440,2,7,5,0.714,0
PAY_00402,CUST_2333,2272.28,card,checkout_abandoned,9,1425,0,12,8,0.667,0
PAY_00403,CUST_0137,3345.64,upi,checkout_abandoned,17,846,2,5,4,0.8,1
PAY_00404,CUST_2098,2836.48,upi,card_declined,5,26,2,11,9,0.818,1
PAY_00405,CUST_2246,2921.53,card,checkout_abandoned,10,1887,2,5,5,1.0,0
PAY_00406,CUST_0629,3310.13,card,checkout_abandoned,4,1746,0,13,9,0.692,1
PAY_00407,CUST_1253,1154.89,netbanking,insufficient_funds,5,1513,0,9,4,0.444,0
PAY_00408,CUST_1671,6944.92,upi,checkout_abandoned,12,1458,0,4,2,0.5,0
PAY_00409,CUST_0483,1646.85,upi,card_declined,4,1412,1,3,2,0.667,0
PAY_00410,CUST_1806,1480.99,card,checkout_abandoned,8,1672,0,13,10,0.769,1
PAY_00411,CUST_2295,5290.36,upi,checkout_abandoned,15,2001,1,7,3,0.429,0
PAY_00412,CUST_1236,1086.9,card,checkout_abandoned,14,2103,0,5,4,0.8,0
PAY_00413,CUST_2155,2325.67,card,card_declined,17,624,1,8,5,0.625,0
PAY_00414,CUST_1471,1009.56,upi,checkout_abandoned,15,707,0,1,1,1.0,0
PAY_00415,CUST_0062,13506.56,card,card_declined,22,361,1,2,1,0.5,1
PAY_00416,CUST_2108,11412.51,wallet,card_declined,22,1151,1,6,5,0.833,0
PAY_00417,CUST_1234,1648.05,upi,card_declined,9,895,2,4,4,1.0,1
PAY_00418,CUST_1226,2728.28,card,checkout_abandoned,14,1366,0,8,5,0.625,0
PAY_00419,CUST_0609,1807.5,card,card_declined,2,1337,0,5,5,1.0,1
PAY_00420,CUST_1142,1361.94,upi,checkout_abandoned,19,1265,2,6,5,0.833,0
PAY_00421,CUST_1181,1980.78,card,checkout_abandoned,14,35,2,11,10,0.909,1
PAY_00422,CUST_1852,1742.47,card,card_declined,21,1369,1,11,11,1.0,0
PAY_00423,CUST_1446,533.26,card,card_declined,2,314,1,4,1,0.25,0
PAY_00424,CUST_2360,2221.55,card,card_declined,10,2034,2,5,3,0.6,0
PAY_00425,CUST_0662,1740.12,upi,network_timeout,12,80,2,9,6,0.667,0
PAY_00426,CUST_2307,2310.69,upi,checkout_abandoned,4,1045,2,13,13,1.0,0
PAY_00427,CUST_1789,1691.77,card,card_declined,7,853,1,8,7,0.875,1
PAY_00428,CUST_1542,1349.2,netbanking,checkout_abandoned,6,1861,0,1,1,1.0,1
PAY_00429,CUST_1626,3624.49,card,card_declined,15,21,0,8,8,1.0,1
PAY_00430,CUST_1364,2757.42,upi,checkout_abandoned,16,1363,0,10,8,0.8,1
PAY_00431,CUST_0215,5499.32,card,checkout_abandoned,15,1779,1,14,6,0.429,0
PAY_00432,CUST_1567,2673.99,upi,checkout_abandoned,7,1690,2,13,6,0.462,0
PAY_00433,CUST_0634,1536.8,card,checkout_abandoned,3,631,0,10,9,0.9,1
PAY_00434,CUST_0143,2948.22,upi,checkout_abandoned,3,709,2,8,8,1.0,0
PAY_00435,CUST_0969,369.09,card,card_declined,19,458,1,2,2,1.0,0
PAY_00436,CUST_2225,9686.47,wallet,card_declined,3,711,0,13,8,0.615,0
PAY_00437,CUST_0179,2241.83,card,card_declined,20,919,0,7,7,1.0,1
PAY_00438,CUST_0092,10333.09,wallet,network_timeout,8,2020,2,10,5,0.5,0
PAY_00439,CUST_0906,897.91,wallet,checkout_abandoned,14,1926,2,11,7,0.636,0
PAY_00440,CUST_0181,736.14,card,network_timeout,3,1799,0,0,0,0.75,1
PAY_00441,CUST_0123,2411.99,card,checkout_abandoned,19,873,2,5,1,0.2,0
PAY_00442,CUST_0099,2405.64,card,card_declined,22,1094,0,10,4,0.4,0
PAY_00443,CUST_1932,2359.34,wallet,checkout_abandoned,22,1091,1,7,7,1.0,1
PAY_00444,CUST_1823,2088.5,upi,card_declined,0,995,0,9,3,0.333,1
PAY_00445,CUST_0556,1089.04,upi,insufficient_funds,21,428,2,8,6,0.75,1
PAY_00446,CUST_0702,548.54,card,checkout_abandoned,5,543,2,0,0,0.75,0
PAY_00447,CUST_1842,2257.61,netbanking,checkout_abandoned,13,1253,0,4,3,0.75,1
PAY_00448,CUST_1023,645.14,card,network_timeout,22,449,1,6,6,1.0,1
PAY_00449,CUST_0905,598.21,card,card_declined,15,164,2,5,4,0.8,1
PAY_00450,CUST_0621,1327.48,card,network_timeout,19,488,1,0,0,0.75,1
PAY_00451,CUST_1195,2540.38,upi,card_declined,5,1966,1,0,0,0.75,0
PAY_00452,CUST_2306,8828.58,netbanking,checkout_abandoned,22,2034,0,4,2,0.5,0
PAY_00453,CUST_0560,3940.05,netbanking,checkout_abandoned,15,119,1,12,8,0.667,0
PAY_00454,CUST_2489,5665.31,card,card_declined,21,576,0,14,13,0.929,1
PAY_00455,CUST_0567,3036.53,card,card_declined,0,1736,0,12,8,0.667,0
PAY_00456,CUST_1100,2413.96,netbanking,card_declined,10,964,0,14,2,0.143,0
PAY_00457,CUST_1303,13362.05,upi,checkout_abandoned,19,458,1,13,13,1.0,1
PAY_00458,CUST_2042,624.69,card,network_timeout,2,1473,1,10,7,0.7,0
PAY_00459,CUST_1855,1293.31,card,checkout_abandoned,5,1410,1,1,0,0.0,1
PAY_00460,CUST_0632,1376.64,upi,network_timeout,19,1394,2,5,5,1.0,1
PAY_00461,CUST_1861,3678.97,wallet,network_timeout,22,833,1,11,5,0.455,0
PAY_00462,CUST_1622,822.64,upi,card_declined,8,1665,2,5,3,0.6,0
PAY_00463,CUST_0121,3315.24,card,checkout_abandoned,3,522,2,4,2,0.5,0
PAY_00464,CUST_0332,2861.96,upi,insufficient_funds,2,819,0,0,0,0.75,1
PAY_00465,CUST_0978,3450.31,card,network_timeout,19,1945,2,5,3,0.6,0
PAY_00466,CUST_2160,3400.64,netbanking,checkout_abandoned,18,718,0,5,5,1.0,0
PAY_00467,CUST_2021,6162.25,card,network_timeout,15,262,1,12,11,0.917,1
PAY_00468,CUST_1077,1730.52,card,checkout_abandoned,0,1086,0,11,6,0.545,0
PAY_00469,CUST_0852,2750.86,upi,card_declined,8,1459,0,1,1,1.0,1
PAY_00470,CUST_1812,998.55,card,network_timeout,5,1371,2,7,4,0.571,0
PAY_00471,CUST_0135,831.89,card,insufficient_funds,13,557,0,13,8,0.615,1
PAY_00472,CUST_1602,7386.47,upi,network_timeout,15,2148,1,7,7,1.0,0
PAY_00473,CUST_1608,939.97,netbanking,card_declined,20,1598,2,14,13,0.929,0
PAY_00474,CUST_1955,3006.68,netbanking,card_declined,5,1269,2,1,1,1.0,0
PAY_00475,CUST_2418,2752.81,card,insufficient_funds,13,1600,0,4,3,0.75,0
PAY_00476,CUST_0945,4607.9,card,insufficient_funds,1,1658,1,13,7,0.538,0
PAY_00477,CUST_2358,477.7,upi,insufficient_funds,4,1243,1,10,5,0.5,0
PAY_00478,CUST_1507,3672.06,card,network_timeout,16,1997,1,4,2,0.5,0
PAY_00479,CUST_0853,1718.34,card,network_timeout,13,619,0,13,3,0.231,1
PAY_00480,CUST_1529,1113.89,netbanking,insufficient_funds,7,8,1,5,3,0.6,0
PAY_00481,CUST_0343,1472.75,wallet,insufficient_funds,11,1266,0,11,6,0.545,0
PAY_00482,CUST_0498,4125.57,card,card_declined,22,549,1,4,3,0.75,0
PAY_00483,CUST_0778,3230.96,netbanking,network_timeout,7,1779,2,5,4,0.8,1
PAY_00484,CUST_0468,1624.9,upi,insufficient_funds,1,8,1,4,1,0.25,0
PAY_00485,CUST_2055,723.61,card,card_declined,2,1697,0,5,5,1.0,1
PAY_00486,CUST_1775,765.64,upi,insufficient_funds,8,1951,0,8,2,0.25,0
PAY_00487,CUST_2042,3287.77,card,network_timeout,12,2002,2,12,11,0.917,1
PAY_00488,CUST_0583,647.65,card,card_declined,21,837,1,9,8,0.889,0
PAY_00489,CUST_0126,1637.65,wallet,network_timeout,13,1765,2,0,0,0.75,1
PAY_00490,CUST_1567,15373.49,upi,network_timeout,1,1253,2,8,8,1.0,1
PAY_00491,CUST_1031,2599.8,card,checkout_abandoned,4,49,1,6,5,0.833,0
PAY_00492,CUST_2402,3259.54,upi,network_timeout,21,1044,0,1,0,0.0,1
PAY_00493,CUST_0503,770.25,wallet,checkout_abandoned,3,1548,2,4,2,0.5,0
PAY_00494,CUST_0678,674.32,card,insufficient_funds,20,1627,2,14,10,0.714,0
PAY_00495,CUST_0915,3402.27,wallet,checkout_abandoned,18,819,0,5,2,0.4,0
PAY_00496,CUST_2194,1436.06,netbanking,network_timeout,3,795,2,10,4,0.4,1
PAY_00497,CUST_2448,4602.89,card,insufficient_funds,13,1397,0,2,1,0.5,0
PAY_00498,CUST_1313,2018.38,upi,network_timeout,13,27,1,13,12,0.923,1
PAY_00499,CUST_0591,30965.6,upi,insufficient_funds,2,1838,0,12,9,0.75,0
PAY_00500,CUST_1470,1233.59,netbanking,network_timeout,2,775,1,2,1,0.5,1
PAY_00501,CUST_0096,2457.37,card,checkout_abandoned,4,1261,1,10,3,0.3,0
PAY_00502,CUST_0671,953.58,card,checkout_abandoned,22,1016,0,13,12,0.923,1
PAY_00503,CUST_1002,4452.43,card,checkout_abandoned,1,864,0,13,13,1.0,0
PAY_00504,CUST_2315,2773.74,upi,network_timeout,23,876,2,10,4,0.4,1
PAY_00505,CUST_0220,903.78,netbanking,network_timeout,14,1678,2,10,4,0.4,1
PAY_00506,CUST_1779,1512.79,netbanking,checkout_abandoned,8,590,2,7,3,0.429,0
PAY_00507,CUST_0654,5843.06,upi,insufficient_funds,7,2052,2,2,2,1.0,0
PAY_00508,CUST_1774,5307.68,card,checkout_abandoned,23,209,2,0,0,0.75,1
PAY_00509,CUST_1081,628.93,card,network_timeout,10,907,0,4,1,0.25,0
PAY_00510,CUST_2141,1343.14,netbanking,card_declined,6,61,0,3,1,0.333,0
PAY_00511,CUST_0254,8372.09,upi,card_declined,22,852,1,13,4,0.308,0
PAY_00512,CUST_0277,1705.82,netbanking,checkout_abandoned,14,1967,2,12,8,0.667,0
PAY_00513,CUST_1527,2258.1,card,card_declined,17,1211,2,4,0,0.0,0
PAY_00514,CUST_0252,4434.13,card,insufficient_funds,5,143,1,5,0,0.0,0
PAY_00515,CUST_2277,671.7,wallet,insufficient_funds,23,1472,0,11,5,0.455,1
PAY_00516,CUST_0207,919.46,card,card_declined,0,858,1,10,10,1.0,1
PAY_00517,CUST_0786,1505.05,card,insufficient_funds,22,265,0,13,5,0.385,0
PAY_00518,CUST_2205,5111.46,upi,checkout_abandoned,8,170,0,10,7,0.7,1
PAY_00519,CUST_1211,4408.78,upi,card_declined,0,950,0,10,8,0.8,1
PAY_00520,CUST_2256,3468.08,wallet,checkout_abandoned,10,240,0,11,6,0.545,0
PAY_00521,CUST_1854,1744.48,wallet,checkout_abandoned,9,1404,0,13,5,0.385,1
PAY_00522,CUST_1072,4813.59,upi,insufficient_funds,4,1398,1,5,1,0.2,0
PAY_00523,CUST_2168,1725.77,card,card_declined,20,1901,0,3,2,0.667,0
PAY_00524,CUST_1666,3096.16,upi,network_timeout,12,1995,1,13,7,0.538,1
PAY_00525,CUST_1650,4044.74,netbanking,card_declined,0,2015,2,2,1,0.5,0
PAY_00526,CUST_2122,7577.95,card,insufficient_funds,22,752,2,4,1,0.25,0
PAY_00527,CUST_0353,1864.0,wallet,checkout_abandoned,11,550,2,2,1,0.5,1
PAY_00528,CUST_0900,1458.92,upi,checkout_abandoned,19,1610,0,12,12,1.0,1
PAY_00529,CUST_1012,5495.05,card,checkout_abandoned,2,917,0,13,7,0.538,1
PAY_00530,CUST_0659,5843.14,upi,insufficient_funds,9,1686,2,6,2,0.333,0
PAY_00531,CUST_0774,1262.49,upi,checkout_abandoned,16,1787,1,1,0,0.0,0
PAY_00532,CUST_2419,805.54,card,checkout_abandoned,10,1383,1,3,1,0.333,0
PAY_00533,CUST_0003,5170.73,card,insufficient_funds,0,1018,1,8,6,0.75,0
PAY_00534,CUST_0481,524.35,upi,network_timeout,20,1876,0,5,3,0.6,0
PAY_00535,CUST_1365,503.36,card,card_declined,14,1098,2,11,7,0.636,0
PAY_00536,CUST_1254,1573.26,card,card_declined,13,404,0,11,2,0.182,0
PAY_00537,CUST_2247,1953.73,upi,network_timeout,4,239,0,6,6,1.0,1
PAY_00538,CUST_1473,770.92,netbanking,card_declined,10,163,2,9,8,0.889,0
PAY_00539,CUST_2441,2149.59,upi,card_declined,20,228,2,0,0,0.75,0
PAY_00540,CUST_0941,2227.68,wallet,checkout_abandoned,6,985,2,2,2,1.0,0
PAY_00541,CUST_2440,1225.66,wallet,checkout_abandoned,4,1274,2,5,5,1.0,0
PAY_00542,CUST_1230,9157.36,upi,network_timeout,22,1153,0,1,0,0.0,1
PAY_00543,CUST_0274,2538.56,card,checkout_abandoned,8,789,1,0,0,0.75,1
PAY_00544,CUST_2018,4439.66,netbanking,checkout_abandoned,11,804,1,10,6,0.6,1
PAY_00545,CUST_0506,561.48,card,card_declined,0,1130,0,0,0,0.75,0
PAY_00546,CUST_1800,557.61,netbanking,insufficient_funds,7,1991,1,3,3,1.0,0
PAY_00547,CUST_2228,2600.85,upi,insufficient_funds,22,1567,1,10,5,0.5,0
PAY_00548,CUST_1989,7938.09,card,card_declined,21,267,1,3,2,0.667,0
PAY_00549,CUST_0738,802.39,upi,checkout_abandoned,23,595,2,3,2,0.667,1
PAY_00550,CUST_0707,2018.77,upi,insufficient_funds,16,2015,1,11,9,0.818,0
PAY_00551,CUST_0275,670.13,wallet,network_timeout,17,1864,2,0,0,0.75,0
PAY_00552,CUST_0664,1012.97,card,card_declined,21,913,2,4,4,1.0,0
PAY_00553,CUST_1422,2100.71,wallet,card_declined,1,553,2,8,6,0.75,0
PAY_00554,CUST_0626,1213.73,card,checkout_abandoned,7,1800,0,1,1,1.0,0
PAY_00555,CUST_2118,633.41,netbanking,card_declined,2,1794,1,9,6,0.667,0
PAY_00556,CUST_1339,622.17,wallet,card_declined,23,816,0,6,5,0.833,0
PAY_00557,CUST_1444,398.11,card,insufficient_funds,14,198,2,4,3,0.75,0
PAY_00558,CUST_0404,2635.45,card,network_timeout,20,1097,0,8,5,0.625,1
PAY_00559,CUST_2234,2903.31,netbanking,network_timeout,14,1335,0,0,0,0.75,1
PAY_00560,CUST_2414,2891.66,netbanking,network_timeout,15,1486,2,9,7,0.778,0
PAY_00561,CUST_1609,869.75,card,card_declined,16,1959,0,6,3,0.5,0
PAY_00562,CUST_2052,4025.09,upi,card_declined,23,1023,1,0,0,0.75,0
PAY_00563,CUST_1652,3168.35,netbanking,checkout_abandoned,20,1967,1,11,10,0.909,0
PAY_00564,CUST_2460,1810.53,card,network_timeout,10,1888,0,6,6,1.0,0
PAY_00565,CUST_1004,1587.76,upi,network_timeout,15,96,1,1,1,1.0,1
PAY_00566,CUST_0613,1070.89,card,checkout_abandoned,12,1160,2,5,5,1.0,0
PAY_00567,CUST_1323,2099.12,card,checkout_abandoned,4,320,2,11,7,0.636,0
PAY_00568,CUST_1618,6563.9,netbanking,card_declined,14,40,1,6,6,1.0,0
PAY_00569,CUST_2075,4473.06,card,insufficient_funds,8,86,1,5,3,0.6,0
PAY_00570,CUST_2268,1466.41,wallet,network_timeout,18,1725,1,0,0,0.75,1
PAY_00571,CUST_0185,2769.55,upi,insufficient_funds,21,1867,1,0,0,0.75,0
PAY_00572,CUST_1104,745.76,upi,checkout_abandoned,16,1067,0,4,3,0.75,1
PAY_00573,CUST_1644,3227.93,card,network_timeout,4,2125,0,4,2,0.5,1
PAY_00574,CUST_1212,925.98,card,checkout_abandoned,22,1454,2,9,9,1.0,0
PAY_00575,CUST_0241,3126.74,netbanking,checkout_abandoned,7,101,0,7,7,1.0,0
PAY_00576,CUST_0102,19356.81,upi,network_timeout,11,699,2,1,1,1.0,1
PAY_00577,CUST_1831,1140.85,netbanking,checkout_abandoned,15,1428,0,9,8,0.889,0
PAY_00578,CUST_2394,18653.42,card,network_timeout,13,1509,0,14,14,1.0,0
PAY_00579,CUST_1567,2665.24,card,checkout_abandoned,18,1540,2,12,6,0.5,1
PAY_00580,CUST_1855,988.16,card,insufficient_funds,9,1560,0,14,13,0.929,0
PAY_00581,CUST_1323,952.58,netbanking,network_timeout,15,1342,2,7,3,0.429,0
PAY_00582,CUST_2417,11938.29,card,network_timeout,18,2156,0,5,3,0.6,0
PAY_00583,CUST_0849,2670.26,upi,card_declined,12,1290,1,0,0,0.75,0
PAY_00584,CUST_0557,1144.38,upi,insufficient_funds,17,788,2,10,8,0.8,0
PAY_00585,CUST_1824,1529.62,card,checkout_abandoned,20,407,1,6,3,0.5,0
PAY_00586,CUST_1932,2540.62,upi,network_timeout,22,475,0,9,4,0.444,1
PAY_00587,CUST_2147,1787.49,upi,card_declined,12,936,2,4,3,0.75,0
PAY_00588,CUST_0522,2373.83,wallet,insufficient_funds,23,1041,0,2,2,1.0,1
PAY_00589,CUST_0322,7438.55,card,card_declined,11,214,2,10,4,0.4,0
PAY_00590,CUST_0380,730.09,upi,card_declined,13,1494,1,5,4,0.8,1
PAY_00591,CUST_2279,3014.67,card,checkout_abandoned,3,853,2,7,5,0.714,0
PAY_00592,CUST_2292,1698.03,netbanking,insufficient_funds,0,1041,2,14,9,0.643,0
PAY_00593,CUST_1576,1207.5,upi,insufficient_funds,10,1484,2,4,4,1.0,0
PAY_00594,CUST_0321,4244.08,card,network_timeout,14,1861,1,1,1,1.0,1
PAY_00595,CUST_1827,559.14,netbanking,card_declined,11,1222,1,10,5,0.5,0
PAY_00596,CUST_1680,271.07,upi,insufficient_funds,15,2080,1,8,5,0.625,0
PAY_00597,CUST_1961,2154.19,card,checkout_abandoned,6,1529,1,5,4,0.8,0
PAY_00598,CUST_1040,1611.62,upi,network_timeout,1,2116,1,8,3,0.375,1
PAY_00599,CUST_0110,609.88,card,checkout_abandoned,17,896,1,13,5,0.385,0
PAY_00600,CUST_2326,458.11,netbanking,network_timeout,4,272,2,2,0,0.0,1
PAY_00601,CUST_1108,8434.19,upi,network_timeout,7,526,2,11,2,0.182,0
PAY_00602,CUST_1291,2607.0,netbanking,checkout_abandoned,20,526,2,8,4,0.5,0
PAY_00603,CUST_2125,1828.51,netbanking,checkout_abandoned,0,725,1,12,6,0.5,0
PAY_00604,CUST_1602,10422.66,netbanking,checkout_abandoned,10,636,2,13,5,0.385,0
PAY_00605,CUST_0781,4077.31,card,checkout_abandoned,15,1081,2,2,2,1.0,1
PAY_00606,CUST_1905,7412.8,card,checkout_abandoned,22,2005,1,1,1,1.0,1
PAY_00607,CUST_1285,700.35,card,checkout_abandoned,8,241,1,0,0,0.75,1
PAY_00608,CUST_0879,679.68,wallet,card_declined,7,1687,1,2,2,1.0,0
PAY_00609,CUST_1246,2948.94,wallet,checkout_abandoned,4,1226,0,5,3,0.6,0
PAY_00610,CUST_2350,2507.75,netbanking,insufficient_funds,23,263,0,3,2,0.667,1
